heart_rate,calories_burned,sleep_hours,steps_walked,stress_level,posture_score,joint_flexibility,repetition_count,motion_type,shift_hours,night_shift,overtime_hours,risk_class
101,3050,5.7,3550,8,52,126,498,walking,10,1,2,1
112,2913,6.4,16797,9,20,158,451,walking,9,0,1,1
64,3607,7.4,7930,2,43,70,185,kneeling,11,0,5,1
74,3198,8.4,4713,7,81,152,107,kneeling,7,1,0,0
75,1676,4.3,6279,2,100,161,20,kneeling,7,0,1,0
76,2237,6.6,14285,9,92,34,449,bending,11,1,0,1
73,3339,7.1,16447,7,41,86,425,climbing,10,0,4,1
112,2244,7.2,17738,4,41,117,472,climbing,10,0,1,1
84,3078,4.3,1542,3,86,159,350,climbing,12,0,4,1
66,2226,6.4,2279,8,84,60,47,climbing,11,0,4,1
94,1504,8.9,15139,8,73,124,447,lifting,11,1,1,1
120,3474,8.2,13492,5,95,177,50,climbing,7,1,3,1
109,2452,9.0,3746,4,96,169,209,sitting,7,0,5,0
107,1529,7.0,4861,8,20,126,335,walking,11,1,3,2
83,1936,4.4,9311,4,88,138,289,sitting,10,1,5,1
85,2334,6.0,19270,7,42,124,286,kneeling,9,1,2,0
96,2910,8.1,14045,2,35,88,228,bending,7,0,1,1
92,3140,8.2,19041,9,26,71,199,bending,6,0,1,1
90,3958,6.1,3099,4,48,124,40,kneeling,6,1,3,1
99,3634,5.2,2882,2,83,142,5,walking,12,1,1,1
62,3955,6.6,8591,9,41,39,184,walking,11,0,1,1
65,2630,8.2,12571,10,70,133,300,walking,10,0,5,0
105,1781,9.0,19009,4,91,179,178,sitting,12,1,1,1
98,2296,6.2,14236,9,20,96,89,climbing,10,0,4,1
64,3560,5.3,4834,8,52,167,416,kneeling,8,1,3,1
96,3480,8.1,12130,7,78,180,441,lifting,9,0,2,0
64,3067,7.3,8221,10,49,110,211,sitting,10,0,5,1
113,2578,5.0,4047,6,63,49,283,walking,9,1,2,1
73,3849,5.1,7231,7,45,90,376,walking,12,1,1,1
74,2330,8.5,12666,2,33,60,471,lifting,11,1,4,1
60,3717,9.2,16803,5,99,110,252,kneeling,12,1,3,1
71,3593,5.2,8277,9,36,43,269,climbing,9,0,4,2
82,3112,8.7,6727,7,35,162,235,sitting,11,0,0,0
103,2363,5.8,4301,5,66,96,95,kneeling,8,0,2,0
90,2905,5.7,17343,6,46,137,358,sitting,8,1,2,1
88,2236,6.9,19870,10,49,55,369,sitting,12,0,4,1
87,3060,4.7,5900,7,21,75,215,climbing,7,1,3,1
79,2527,6.9,19606,0,70,55,353,walking,6,0,2,0
90,1894,6.2,11966,4,66,122,286,kneeling,12,1,2,0
61,3186,4.2,7519,9,93,167,89,sitting,8,1,5,1
92,3496,8.1,15645,1,68,103,237,bending,7,0,5,1
111,2881,6.0,19731,6,29,50,82,sitting,7,1,2,1
101,2693,7.8,13958,4,76,122,382,kneeling,10,1,3,1
70,2253,8.6,5097,3,52,50,107,walking,9,0,0,0
64,3438,6.8,1863,6,87,51,53,sitting,10,0,0,0
101,3096,5.4,9106,4,76,62,67,kneeling,12,0,0,1
62,2961,8.7,11656,7,79,168,478,sitting,10,1,1,0
120,3708,4.6,15960,10,92,141,268,bending,11,1,2,2
90,3710,4.9,3934,7,59,123,211,sitting,7,1,0,0
60,3643,8.4,5466,5,56,150,273,lifting,11,1,3,1
79,1537,8.1,10598,9,49,31,280,sitting,7,1,4,1
87,3116,5.0,13770,6,48,97,40,climbing,11,0,4,1
108,2613,5.2,18430,4,72,78,436,lifting,7,0,2,1
67,3365,7.2,9917,9,82,78,164,lifting,7,0,4,1
61,2261,9.3,10244,4,36,142,372,lifting,7,0,1,0
60,3521,4.8,14770,4,83,125,237,bending,12,0,2,1
65,2098,3.8,13858,1,89,150,92,walking,12,1,3,1
113,1551,4.2,9157,6,76,93,377,lifting,7,1,5,1
109,1884,6.6,7830,7,69,109,479,sitting,7,0,5,0
119,3751,6.6,9300,7,58,80,184,lifting,12,0,0,1
75,3278,5.4,6484,4,94,60,202,walking,6,0,4,0
110,3446,7.6,6078,5,31,93,80,climbing,6,1,5,1
63,1744,5.6,6043,8,33,62,249,walking,8,1,3,1
106,2290,3.6,13378,5,37,94,460,lifting,9,1,4,2
78,3723,7.7,7218,9,43,169,178,sitting,11,1,2,1
115,3952,9.0,19170,2,28,165,79,climbing,8,1,4,1
83,3359,3.5,17579,6,43,34,317,sitting,12,0,2,1
106,1759,7.4,18660,6,44,164,349,climbing,12,0,4,1
78,2821,6.0,11552,1,32,163,337,lifting,6,0,1,0
115,1628,4.7,16904,3,32,38,292,bending,12,1,5,2
91,3653,7.2,9386,0,66,86,310,bending,6,0,1,0
101,3512,9.1,3620,7,27,122,285,bending,9,1,5,1
63,2588,6.7,3306,4,29,85,491,kneeling,6,0,5,0
74,3677,5.8,7328,8,51,175,320,walking,10,1,5,1
66,3861,5.6,16031,10,74,56,85,walking,10,1,4,1
81,2147,6.7,15516,5,60,170,166,sitting,9,1,5,0
80,3992,4.9,18879,3,68,170,474,bending,8,1,3,1
88,3126,3.5,2135,4,96,34,265,walking,8,0,2,0
74,2379,8.6,1711,4,90,160,284,kneeling,10,0,0,0
62,3385,5.6,5535,4,66,179,127,walking,8,1,0,0
96,3137,6.9,8124,1,61,153,88,climbing,12,0,4,1
101,2730,3.7,19883,6,30,44,471,sitting,8,1,3,2
119,1993,8.7,8429,10,97,32,324,bending,9,0,2,1
93,1668,5.4,19511,2,61,158,357,walking,7,0,5,1
106,3109,9.3,19849,8,31,86,221,sitting,12,1,1,1
68,2876,4.0,19724,0,90,132,134,lifting,9,1,5,1
68,2052,6.4,7491,7,70,176,100,kneeling,10,0,1,0
64,2590,8.2,11597,10,93,52,57,bending,9,1,2,1
82,2280,5.4,1793,4,41,119,315,climbing,10,0,3,1
62,2456,4.7,13249,2,30,58,378,lifting,7,0,2,1
60,2906,7.7,4646,4,77,150,11,sitting,7,0,1,0
94,3643,8.0,18983,7,99,66,355,bending,11,0,3,1
97,3657,3.8,6581,0,56,81,404,bending,10,1,0,1
89,1534,3.9,9890,10,66,57,9,sitting,12,1,1,1
84,3582,9.4,4263,5,82,166,45,walking,7,1,4,0
119,1588,3.7,18347,4,62,155,201,bending,7,0,2,1
103,2941,5.6,10906,3,84,100,415,lifting,11,1,3,2
116,1620,9.2,10181,3,39,117,459,climbing,11,0,0,1
106,3065,6.6,8452,6,50,176,78,climbing,8,1,3,1
94,2039,4.7,5540,9,89,81,441,walking,8,0,3,1
118,2094,7.4,19508,2,60,47,285,kneeling,11,0,1,1
80,2096,7.9,11442,6,72,107,226,bending,12,1,1,1
109,2269,4.1,7053,0,98,98,310,kneeling,10,0,4,1
74,2445,7.6,12772,1,81,64,257,kneeling,9,1,1,0
114,3087,6.4,5506,2,44,87,16,climbing,12,0,2,1
120,3191,4.8,7646,3,28,75,474,climbing,12,1,5,2
80,3374,8.8,15010,6,25,127,368,sitting,9,0,4,0
66,3349,6.2,2389,3,86,167,202,bending,6,1,4,1
108,1701,4.6,15403,6,58,103,236,walking,9,1,4,1
118,1723,7.6,5660,7,77,53,369,kneeling,6,0,4,1
120,3738,4.3,14551,5,77,36,91,climbing,10,0,3,1
65,2524,5.4,6373,1,31,59,361,climbing,11,1,0,2
93,3073,7.9,17766,9,40,126,281,climbing,6,0,2,1
96,2114,4.5,5738,2,26,137,157,sitting,11,1,2,1
100,2240,4.2,5311,3,20,94,6,climbing,9,1,4,2
111,1523,7.1,17169,3,47,180,337,climbing,9,1,3,1
65,3962,7.1,9018,8,55,172,419,walking,6,0,1,0
63,2929,3.7,2062,10,93,106,169,lifting,6,0,3,1
71,2160,7.5,19752,8,42,146,383,kneeling,8,0,0,0
109,2725,5.4,13417,1,74,170,33,sitting,9,0,0,0
104,2624,5.5,14558,8,46,83,313,lifting,6,0,3,2
106,3977,9.1,10410,6,97,111,132,kneeling,10,1,1,0
99,3804,6.5,17309,7,43,89,362,sitting,7,0,0,0
61,3404,7.3,4864,3,98,136,211,lifting,8,1,4,1
111,2369,3.6,7592,4,52,47,157,sitting,10,1,0,1
67,2865,5.5,19642,9,23,74,99,sitting,12,1,5,2
90,3443,8.3,5448,7,39,147,456,kneeling,8,1,3,1
119,1729,8.5,10808,9,60,172,274,lifting,7,1,2,1
64,2111,5.2,2021,5,68,166,431,walking,10,1,1,0
98,1978,8.7,11101,5,24,99,211,lifting,9,0,2,1
88,2739,4.8,10906,2,34,125,401,lifting,12,0,0,1
88,3572,3.6,16815,8,39,78,174,climbing,11,1,2,2
69,1902,8.4,17913,10,36,82,370,lifting,9,1,5,1
115,3639,4.2,11190,0,96,52,170,climbing,6,0,4,1
109,2779,3.6,11228,10,46,112,102,walking,8,1,4,2
80,3306,7.5,9934,2,40,100,58,lifting,10,0,1,0
94,2934,6.8,9881,2,56,176,125,walking,6,1,4,1
117,2887,6.7,2662,2,23,150,462,bending,6,0,3,1
63,1852,6.1,6864,9,95,144,315,sitting,8,1,1,0
105,3685,4.0,16259,9,36,53,416,bending,9,0,3,2
79,3406,6.3,8333,2,98,96,467,sitting,9,0,5,0
118,2853,8.2,11641,7,82,37,33,climbing,6,1,3,1
89,2199,5.2,12423,9,93,62,260,lifting,9,0,2,1
95,1790,8.3,18457,7,71,135,122,kneeling,7,0,3,0
84,1770,5.5,15127,6,92,117,278,bending,7,0,5,1
102,1819,7.9,19815,7,34,148,166,kneeling,6,1,1,1
79,3162,3.9,4563,10,96,127,167,climbing,11,0,0,1
73,2069,8.8,1006,2,39,145,272,sitting,9,1,1,0
73,2796,5.3,10979,6,64,52,298,lifting,10,1,1,1
114,2704,3.9,18985,0,20,173,420,sitting,6,1,0,1
75,3268,7.7,13919,10,60,127,207,climbing,9,0,5,1
71,3445,4.3,19200,6,66,136,78,sitting,12,0,1,0
60,1793,7.4,5718,7,75,64,43,walking,11,1,3,1
117,3975,9.1,6891,7,85,138,282,climbing,9,1,1,1
71,3239,7.1,19937,7,50,158,137,climbing,10,1,0,0
62,3827,6.4,13077,1,94,153,492,bending,6,0,5,0
106,3656,9.4,10156,7,86,50,267,kneeling,6,0,3,1
100,1819,7.6,18668,9,59,43,462,sitting,10,0,3,1
89,3599,8.9,19807,5,73,120,491,sitting,8,0,0,0
104,3947,8.0,19471,4,27,151,296,walking,10,0,5,1
78,1611,5.2,3703,2,84,49,435,sitting,8,0,4,1
77,2627,8.6,1465,1,97,74,465,kneeling,11,0,5,0
88,3014,8.3,9560,3,82,76,409,kneeling,12,0,2,0
65,2094,7.1,6051,7,72,128,121,bending,9,0,1,0
96,2913,3.8,9663,1,26,72,237,climbing,9,1,3,2
107,3681,4.9,13781,7,53,67,271,climbing,6,1,3,1
84,2793,9.3,2344,1,88,120,489,climbing,10,1,2,0
77,2593,8.3,9367,10,94,130,236,bending,11,0,5,1
103,3911,8.1,18037,5,43,110,280,lifting,11,0,0,1
60,3184,4.1,4404,10,77,119,112,bending,8,1,1,1
62,1597,7.2,2863,9,47,61,362,lifting,6,0,3,1
102,3818,8.3,7054,1,43,94,150,climbing,11,0,5,1
89,2632,8.1,11597,4,40,48,141,lifting,9,1,2,1
63,2557,9.2,9672,2,76,47,251,walking,10,1,1,0
101,3515,4.2,18715,6,47,57,467,climbing,11,1,0,2
62,1798,3.9,9211,7,22,157,76,bending,11,0,0,1
102,3099,5.1,11807,6,93,30,263,bending,12,1,3,2
87,3154,8.6,3297,8,48,30,196,bending,12,1,0,2
96,3692,9.1,12761,5,58,132,28,bending,11,0,2,1
94,2892,4.0,16061,4,45,75,283,lifting,9,0,2,1
104,3097,8.9,12772,7,30,142,376,walking,7,0,1,0
61,3928,4.9,13739,1,89,108,255,kneeling,12,1,0,1
62,2889,3.8,2402,6,35,84,413,bending,11,1,5,2
115,3697,4.4,19984,3,29,39,376,walking,9,0,3,1
118,1687,5.0,5277,0,42,42,463,sitting,12,0,3,2
99,2199,8.5,3095,1,34,157,304,kneeling,7,0,1,0
87,2881,8.4,14173,5,35,177,279,walking,8,0,0,0
97,2210,5.5,4956,4,38,136,86,bending,8,0,3,1
75,3883,3.7,4275,10,98,126,398,walking,6,1,0,1
60,1529,4.6,3920,10,95,102,213,bending,12,1,5,2
68,2344,4.4,9878,8,77,135,122,walking,10,0,4,1
71,3547,7.2,3884,10,58,119,214,lifting,10,0,1,0
67,3671,9.4,12858,8,84,86,237,bending,11,0,2,1
63,2293,4.2,5889,10,80,157,90,walking,11,0,0,1
101,2991,5.2,15243,4,62,146,22,lifting,11,0,4,1
71,2147,8.2,16894,8,34,48,458,walking,11,1,4,2
97,2835,6.0,11672,3,34,113,116,lifting,7,1,1,1
84,2403,3.9,16873,0,75,67,110,kneeling,9,0,3,0
83,2058,6.2,7362,10,65,99,103,sitting,7,0,5,0
96,1744,5.2,4640,7,78,137,87,sitting,7,1,4,1
70,2196,7.0,19112,3,31,135,438,kneeling,9,0,4,0
90,3395,5.2,15028,3,51,113,222,kneeling,7,0,4,0
117,1520,6.0,2449,0,80,159,17,climbing,10,1,3,1
111,1901,6.2,8881,1,91,33,354,bending,9,0,1,1
82,2711,4.9,3973,0,81,108,82,bending,9,0,3,1
89,2067,8.7,14282,2,67,148,360,bending,6,0,3,0
117,2863,6.7,10718,6,54,168,294,walking,12,0,4,1
116,2875,7.9,2796,8,66,43,56,climbing,8,1,4,2
62,2997,5.7,19310,1,91,82,70,sitting,7,0,5,0
90,3876,8.7,7874,3,61,120,459,sitting,10,1,2,0
63,1759,5.7,15824,7,84,164,424,lifting,9,1,3,1
99,3007,8.3,3150,3,78,52,41,climbing,7,1,0,1
66,2174,5.2,5848,7,39,82,266,bending,6,1,3,1
103,3717,9.1,16528,5,73,143,377,bending,6,1,1,1
64,1590,8.7,8612,8,62,135,296,sitting,11,1,3,1
97,3671,8.6,15590,7,58,175,67,sitting,7,1,1,0
90,3023,9.3,2550,2,65,102,233,walking,10,0,5,0
94,2668,4.6,6746,10,39,71,121,lifting,6,1,4,2
68,3305,5.1,7045,3,91,38,340,sitting,8,0,2,0
88,3711,9.4,18486,4,35,36,207,climbing,12,0,3,1
119,2811,4.4,18896,8,62,105,242,sitting,12,0,4,1
106,3310,5.5,4680,7,25,65,347,kneeling,6,1,0,1
85,2402,6.2,4030,5,27,79,298,kneeling,7,1,1,0
61,1842,6.7,15596,10,31,161,201,walking,9,1,4,1
98,3595,9.2,12831,6,38,139,189,climbing,8,0,2,1
82,2939,5.3,15600,8,31,85,372,climbing,11,1,3,2
78,2170,8.3,14888,6,37,180,306,lifting,7,0,2,0
90,3651,9.4,3166,9,68,52,3,climbing,11,1,3,2
71,3776,6.3,19609,2,45,77,426,climbing,8,1,0,1
112,2736,8.5,10958,7,91,148,114,lifting,12,0,1,1
76,2729,9.2,16484,1,56,136,91,climbing,11,0,0,0
67,2635,6.5,3186,9,66,178,246,kneeling,9,1,5,1
103,3449,9.3,4918,5,85,177,8,sitting,7,0,1,0
80,3388,8.8,5439,5,40,43,139,sitting,9,1,0,1
78,2694,6.7,3517,8,44,76,391,lifting,10,0,4,1
80,2795,8.5,10865,4,66,54,273,kneeling,8,0,0,0
68,3622,5.2,16889,6,63,71,52,walking,7,0,1,0
110,3788,7.2,18224,8,90,59,213,climbing,6,0,1,1
119,1571,6.4,11209,5,37,143,455,kneeling,10,1,1,1
105,2747,3.7,4886,3,36,66,352,walking,8,0,1,1
68,1821,6.0,4660,1,22,153,387,climbing,6,0,0,0
62,3603,7.1,16370,1,52,41,33,sitting,11,0,0,0
110,2007,9.0,7730,9,45,77,343,sitting,6,0,1,1
114,2636,9.2,12397,5,40,158,399,bending,10,0,4,1
96,1779,4.1,19944,0,87,85,366,walking,8,0,4,1
60,1904,9.0,17521,7,66,180,94,climbing,11,0,1,0
113,2953,9.4,14896,3,85,88,208,lifting,12,1,0,1
89,1951,6.6,17246,5,56,172,369,lifting,6,1,3,1
67,3076,5.2,11223,10,76,87,283,climbing,8,1,1,1
114,1785,8.9,16586,10,67,75,6,bending,9,0,3,1
88,3640,7.5,3785,1,38,131,205,bending,10,0,5,1
119,2191,3.9,7523,5,45,133,62,walking,12,1,5,2
91,2640,8.1,9944,10,71,121,243,bending,10,1,3,1
92,2642,4.4,15897,1,35,94,250,climbing,7,0,0,1
66,1716,8.5,17322,10,23,75,195,kneeling,11,1,1,1
79,1894,8.1,18037,7,79,81,150,bending,9,1,4,1
76,3721,5.6,18712,8,22,38,220,lifting,9,1,2,2
114,3041,6.2,2179,0,42,172,337,sitting,11,0,3,1
87,2050,5.4,13749,7,34,175,345,climbing,11,1,3,2
95,2140,6.5,13824,4,83,126,315,bending,8,1,2,1
63,1615,7.0,5200,5,64,179,13,bending,8,1,0,0
87,2913,9.5,14498,5,27,92,126,walking,11,1,4,1
65,1768,8.7,4750,5,41,35,275,sitting,6,1,5,1
115,3230,6.9,14800,4,22,150,301,lifting,8,1,4,1
84,2820,6.9,17002,1,46,116,254,kneeling,12,1,1,1
99,2726,5.7,15286,3,83,49,430,kneeling,7,1,2,1
63,2717,9.5,14173,3,99,53,367,kneeling,6,1,2,0
64,3820,8.3,16573,6,46,118,407,lifting,11,1,4,1
111,2728,6.1,18693,5,45,136,205,sitting,10,1,5,1
108,3742,4.6,1609,10,86,77,295,climbing,7,1,2,1
119,3682,8.4,15212,9,100,45,267,walking,8,1,1,1
75,2116,8.0,10839,6,72,111,440,lifting,11,0,3,1
77,2675,7.4,9403,10,96,90,207,walking,6,0,1,0
61,2505,8.3,11175,7,82,173,223,climbing,11,0,1,0
70,2617,4.3,9467,4,90,75,329,lifting,11,1,0,1
63,1843,5.4,10764,1,72,123,343,bending,6,1,5,1
113,2075,4.9,19709,8,35,163,340,kneeling,12,1,3,2
116,1869,4.9,5006,5,62,179,377,climbing,12,0,3,1
73,2090,4.1,8015,4,76,134,130,kneeling,6,1,4,1
83,1962,5.4,14886,7,51,101,450,walking,8,1,5,1
83,2762,3.6,2140,10,26,91,129,kneeling,9,1,5,1
104,2986,8.9,4999,8,50,143,198,lifting,9,1,2,1
65,2464,5.3,6250,7,100,111,450,bending,9,0,2,0
115,1828,8.4,17111,7,72,115,367,climbing,12,0,1,1
104,2568,6.5,12529,6,97,170,377,sitting,9,0,0,0
101,2252,7.3,5459,0,71,81,321,sitting,8,0,0,0
70,2522,6.6,5262,9,72,111,231,climbing,12,0,2,1
71,3929,8.5,10233,3,30,136,188,walking,9,1,4,1
74,1584,9.2,19301,10,98,88,464,lifting,9,0,2,0
104,2191,3.8,15054,9,53,68,45,sitting,7,0,0,1
105,3653,6.1,15867,10,83,60,114,bending,7,0,2,1
78,3524,5.8,15133,3,96,85,421,sitting,11,0,3,1
71,3173,8.3,1942,4,53,90,316,climbing,7,1,4,1
103,3376,4.0,16364,2,61,131,351,walking,11,1,5,1
87,3946,5.0,4122,8,27,43,170,walking,9,1,4,2
120,3950,7.8,2491,0,52,159,317,climbing,8,1,5,1
83,2041,9.3,19335,0,94,75,133,walking,10,1,2,0
116,3417,4.3,11397,8,75,66,133,lifting,8,0,1,1
91,2650,8.0,15093,4,53,97,264,sitting,9,0,2,0
107,3512,8.1,5956,8,76,43,96,walking,6,0,1,1
62,3426,5.1,16307,6,34,156,20,climbing,8,1,3,1
91,1960,8.6,5851,1,64,53,104,sitting,7,0,5,1
92,2617,6.9,7959,9,20,164,392,kneeling,7,1,0,1
75,3540,7.6,11769,0,56,61,201,sitting,10,0,2,0
69,1618,4.0,16723,7,100,98,304,bending,6,1,0,1
101,3355,5.4,19650,2,47,42,410,bending,8,1,0,2
107,1789,6.8,13497,1,71,95,91,walking,12,1,0,1
61,2352,4.5,14185,4,39,60,152,climbing,12,1,5,2
111,2770,8.9,5302,5,32,124,262,walking,9,1,3,1
90,2599,6.9,14863,1,74,124,314,walking,9,1,0,0
62,3602,5.6,16188,10,48,69,476,climbing,10,0,2,1
89,3291,4.0,16650,4,39,62,350,sitting,12,0,4,1
87,2710,6.9,19054,1,25,161,55,kneeling,9,1,0,0
89,3828,8.4,12647,4,94,50,393,kneeling,6,0,5,0
102,3395,4.6,6970,6,25,51,213,bending,8,1,4,2
106,3363,8.0,15743,9,53,117,494,walking,7,0,0,0
107,3974,5.1,4484,6,88,34,2,climbing,6,0,1,1
101,3454,6.3,14274,10,97,154,155,kneeling,12,1,5,1
103,3117,8.3,3871,2,37,33,97,lifting,12,0,5,2
72,1609,4.8,5756,10,50,141,431,bending,12,0,0,1
79,3398,4.4,14824,0,34,72,462,walking,11,1,3,1
90,1580,8.7,8950,3,57,175,424,climbing,6,1,0,0
66,3268,9.4,17243,9,96,171,148,lifting,9,1,3,1
92,3920,7.8,16987,3,27,165,9,climbing,10,1,4,1
64,2597,8.9,14668,7,34,156,318,bending,8,1,5,1
87,1585,4.5,7298,7,64,142,118,kneeling,7,1,4,1
114,3418,4.3,10613,6,73,122,407,climbing,12,0,4,1
73,2656,7.6,3824,10,81,63,88,walking,7,1,0,0
110,3203,9.2,17178,4,50,83,285,lifting,6,1,2,1
82,2149,4.5,17497,0,28,116,220,lifting,10,0,0,1
95,2417,6.4,12151,5,25,172,136,walking,12,0,5,1
63,3293,8.3,4634,1,98,56,421,kneeling,6,0,1,0
100,1983,8.7,12850,2,57,143,390,kneeling,9,0,1,0
101,2989,5.5,5514,1,45,142,496,climbing,12,0,1,1
113,3440,5.5,17548,2,30,98,190,bending,12,1,2,2
100,2505,4.4,18355,6,49,65,410,climbing,9,1,3,2
120,3614,8.3,12854,0,76,67,394,lifting,11,0,0,1
81,2789,5.9,6384,6,27,130,388,lifting,11,0,4,1
63,3629,9.3,14739,6,90,107,369,bending,8,1,0,0
112,2645,8.9,5812,6,77,82,454,kneeling,10,1,5,1
82,3156,8.2,10880,1,24,167,171,climbing,11,0,4,1
94,2662,4.8,17766,8,59,163,174,bending,7,0,0,1
116,3711,7.1,8908,4,74,159,56,bending,6,1,2,1
100,3578,5.6,2564,10,35,144,152,kneeling,11,0,3,2
81,2467,8.3,19533,10,88,89,179,sitting,8,0,5,0
84,3628,7.9,4448,5,86,179,98,sitting,9,0,1,0
105,3243,8.5,3685,1,27,138,454,walking,9,0,3,1
64,3012,7.6,14197,9,91,162,398,climbing,12,1,4,1
91,3234,9.5,17041,6,40,66,258,walking,9,1,1,1
105,3602,8.7,4868,3,78,151,16,bending,7,1,0,1
98,3173,4.2,13110,9,57,40,267,walking,6,1,2,1
83,2742,5.3,1916,2,38,180,215,lifting,8,1,1,1
71,3502,3.5,18941,5,28,41,213,climbing,10,1,4,2
88,2883,8.2,16572,9,36,65,258,bending,9,1,5,1
88,2110,8.7,11656,1,99,134,198,walking,9,1,4,0
62,3314,7.9,3900,2,23,176,322,bending,8,0,5,1
95,1848,4.7,18754,9,26,175,267,walking,12,1,4,2
117,1576,4.2,18427,2,22,100,402,walking,7,1,0,1
111,3685,7.1,14166,9,25,155,441,lifting,8,1,1,1
86,1598,8.7,11399,6,52,53,58,lifting,10,0,2,0
69,2248,5.0,3936,2,59,134,347,walking,6,1,1,0
61,1739,5.3,4235,5,38,135,457,sitting,8,1,0,1
63,2329,4.9,8749,7,85,159,197,lifting,8,0,2,0
89,3765,5.9,16865,0,72,89,467,lifting,8,0,1,0
108,3772,7.4,5114,4,92,134,228,lifting,12,0,1,1
83,3713,9.4,9033,8,74,172,231,lifting,6,1,4,1
78,2185,3.5,16800,4,96,94,429,bending,9,1,5,1
73,3896,8.5,10218,0,40,166,288,lifting,8,0,3,1
104,2003,8.5,19234,4,75,83,312,kneeling,12,1,5,1
120,2903,7.3,15834,4,51,112,174,walking,9,1,0,0
118,2047,7.4,1067,9,80,31,461,lifting,11,0,3,2
95,3502,8.1,18633,1,29,167,15,bending,9,0,2,1
112,3041,8.5,12729,6,42,32,63,climbing,8,0,3,1
60,2407,8.0,10212,10,65,79,46,kneeling,11,1,5,1
74,2459,9.4,12894,0,55,156,463,bending,11,0,0,0
72,3122,4.2,10088,9,84,156,87,kneeling,7,0,0,0
97,2025,8.0,5175,4,92,88,451,kneeling,11,1,1,1
114,1594,9.5,18463,9,52,173,452,climbing,6,1,5,1
103,1712,8.6,11584,6,72,100,62,bending,10,1,3,1
83,3618,8.1,8357,0,55,137,272,climbing,8,0,3,0
72,2870,4.0,19737,0,48,138,490,lifting,7,0,1,1
81,2773,3.9,4169,0,81,140,413,lifting,10,1,2,1
75,1941,6.3,12167,0,62,163,406,walking,6,1,0,0
100,3328,7.0,3802,0,24,126,160,bending,6,0,0,1
118,3310,3.8,15150,1,33,44,286,lifting,8,1,3,2
66,3183,4.9,1347,7,69,148,407,climbing,10,0,2,0
101,1606,6.2,11754,9,44,57,52,lifting,10,0,4,2
110,2293,8.9,5128,10,85,95,181,climbing,9,1,1,1
75,2063,8.3,2982,2,59,179,223,kneeling,11,1,2,0
97,3716,8.2,5830,7,59,117,149,sitting,6,0,0,0
75,3577,8.4,19332,0,74,118,100,walking,11,0,0,0
81,2275,7.5,16315,9,62,178,289,sitting,10,1,3,1
81,2164,4.1,2382,7,48,30,327,walking,11,0,3,1
99,2373,4.9,11863,6,46,132,94,lifting,8,0,0,1
82,1622,6.8,5666,4,76,79,323,kneeling,12,1,0,0
61,2315,4.7,6706,3,53,74,173,kneeling,7,0,1,0
61,2221,8.6,4315,0,37,127,335,lifting,8,0,2,0
89,2483,5.7,13201,10,41,164,500,kneeling,9,0,0,1
69,2035,8.3,7281,8,68,125,162,kneeling,9,0,0,0
108,3905,4.6,18546,4,39,113,126,lifting,11,1,1,2
114,3581,9.3,17023,3,30,150,404,bending,10,0,1,1
92,3089,8.0,17684,5,83,162,237,walking,8,1,4,1
104,3479,7.8,17213,7,54,178,205,bending,12,0,1,1
74,2331,6.2,8680,6,47,108,217,climbing,10,0,2,0
76,3755,4.0,3753,4,76,162,180,walking,10,0,3,0
92,2877,6.1,16320,6,72,124,411,climbing,8,1,3,1
61,2235,6.2,9703,10,29,121,461,lifting,8,0,2,1
119,2432,4.1,3337,5,24,169,102,sitting,7,1,2,1
79,2624,4.6,5517,8,53,32,394,sitting,8,1,3,1
120,3161,8.4,1389,7,85,68,443,climbing,7,0,5,1
107,2359,6.3,17902,9,90,149,369,climbing,8,0,2,1
114,2269,6.1,14686,3,76,145,436,kneeling,6,1,1,0
96,2025,5.3,1317,7,65,116,115,climbing,9,1,5,1
94,2727,5.5,1761,9,24,65,78,sitting,10,1,3,2
73,3100,3.9,13662,3,80,57,168,kneeling,9,1,0,1
70,1927,7.5,6820,0,97,155,13,walking,7,0,3,0
78,2343,4.9,18183,1,78,44,188,kneeling,6,0,2,0
115,3182,5.8,4628,2,88,137,244,bending,6,1,1,1
68,2342,5.4,16557,2,97,177,480,sitting,10,0,4,0
105,3379,5.2,1243,2,77,46,422,climbing,10,0,4,1
81,3831,8.8,16079,7,93,40,377,lifting,8,1,2,1
104,2718,5.8,6738,6,51,75,460,kneeling,11,1,3,1
84,2251,7.7,4130,6,25,91,453,walking,8,1,5,1
118,1773,7.7,8119,7,72,171,62,sitting,6,0,4,0
109,2835,6.0,6401,4,46,159,22,climbing,6,0,5,1
104,3391,5.8,14085,3,70,39,5,sitting,6,0,2,1
102,3401,6.4,3235,1,90,92,365,climbing,7,1,2,1
113,2160,4.5,1591,9,32,75,150,lifting,10,1,1,2
64,1545,7.6,6029,7,65,75,110,bending,6,0,3,0
104,1695,8.5,18133,10,33,129,353,sitting,9,0,4,1
60,1699,8.1,7610,3,67,91,102,lifting,6,1,0,0
60,2880,8.4,3070,3,32,72,370,walking,6,1,4,1
66,2839,5.4,7211,9,46,168,202,climbing,6,0,1,1
66,2960,5.4,1491,6,60,33,199,walking,9,0,0,0
102,2640,7.4,13090,0,28,85,210,sitting,12,1,0,1
105,3696,8.2,19651,2,52,54,307,sitting,11,1,5,1
119,2044,5.5,11419,10,81,47,171,lifting,10,1,3,2
